date,cause,source,location,substance,volume,volume_units
9/16/2004,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Salt/Produced Water,0.1,m3
3/7/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Marketable),0.1,103m3
7/9/2008,Equipment Failure,Service Well,Medicine Hat,Gas Production (Raw),0.1,103m3
5/17/2012,Operator Error,Service Well,Medicine Hat,Crude Oil,1.6,m3
10/9/2010,Equipment Failure,Suspended Well,Midnapore,Frac Water,0.2,m3
June 11 2012,Operator Error,,Bonnyville,Crude Bitumen,0.1,m3
10/1/2004,Operator Error,Suspended Well,Midnapore,Drilling Mud  (Water Based),0.5,m3
11/12/2011,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),1,103m3
6/2/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Marketable),0.1,103m3
7/27/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
11/7/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
10/25/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/15/2005,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,2,m3
9/4/2008,Equipment Failure,Water Pipeline,Medicine Hat,Fresh Water,0.1,m3
5/27/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Salt/Produced Water,4.5,m3
2/5/2008,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,44,m3
8/27/2008,Equipment Failure,Water Pipeline,Medicine Hat,Waste,0,m3
5/9/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Waste,0,m3
12/24/2008,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,13,m3
3/3/2006,Equipment Failure,Oil Well,Medicine Hat,Gas Production (Raw),0.1,103m3
12/15/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,43,m3
4/28/2003,Equipment Failure,Crude Oil Single Battery,MEDICINE HAT,Crude Oil,0.5,m3
3/11/2009,Equipment Failure,Service Well,Medicine Hat,Salt/Produced Water,20,m3
12/30/2009,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Salt/Produced Water,15.9,m3
7/7/2011,Operator Error,Crude Oil Group Battery,Medicine Hat,Waste,0,m3
10/1/2003,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.8,m3
4/23/2010,Equipment Failure,Service Well,Medicine Hat,Salt/Produced Water,0.1,m3
5/18/2003,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.1,m3
11/1/2003,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Crude Oil,6.5,m3
10/27/2004,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,1,m3
3/14/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,15,m3
9/11/2005,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,0.3,m3
3/2/2005,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.1,m3
7/9/2006,Equipment Failure,Multiphase Pipeline,Medicine Hat,Chemicals,0.1,m3
1/17/2004,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Salt/Produced Water,1,m3
11/6/2004,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.1,m3
8/8/2012,Equipment Failure,Oil Well,Medicine Hat,Crude Oil,0.1,m3
1/10/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.1,m3
10/23/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Condensate,0.1,m3
12/1/2004,Equipment Failure,Oil Well,Medicine Hat,Salt/Produced Water,45.6,m3
3/21/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
8/7/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.5,103m3
8/21/2009,Equipment Failure,Water Pipeline,Medicine Hat,Fresh Water,0.1,m3
11/5/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),1,103m3
3/8/2008,Operator Error,Crude Oil Group Battery,Medicine Hat,Crude Oil,14,m3
3/25/2004,Operator Error,Gas Well,MEDICINE HAT,Salt/Produced Water,0.4,m3
9/5/2011,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Gas Production (Raw),0.5,103m3
3/25/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.5,m3
9/9/2008,Equipment Failure,Natural Gas Pipeline,Midnapore,Gas Production (Marketable),20,103m3
8/14/2006,Operator Error,Unknown,Medicine Hat,Produced Sand,1,m3
9/24/2010,Operator Error,Unknown,Medicine Hat,Drilling Mud  (Water Based),33.7,m3
11/14/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
3/20/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/30/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Salt/Produced Water,0.1,m3
6/25/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/16/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
3/13/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Salt/Produced Water,0.1,m3
9/30/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
2/3/2011,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
3/5/2007,Equipment Failure,Gas Well,Medicine Hat,Gas Production (Raw),0.1,103m3
3/26/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Salt/Produced Water,0.2,m3
4/3/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
8/28/2009,Equipment Failure,Gas Well,Medicine Hat,Salt/Produced Water,0.3,m3
10/9/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/6/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/14/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
3/28/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
7/15/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
11/21/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
12/23/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
11/24/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/13/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
6/2/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
3/13/2006,Operator Error,Gas Well,Medicine Hat,Salt/Produced Water,16.5,m3
11/2/2011,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Waste,0,m3
3/1/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/29/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
11/14/2006,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/8/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
11/24/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
2/18/2005,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,0.3,m3
4/28/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
8/25/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
4/7/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
3/24/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/10/2008,Equipment Failure,Gas Well,Medicine Hat,Gas Production (Raw),0.1,103m3
5/10/2007,Operator Error,Gas Well,Medicine Hat,Salt/Produced Water,1.1,m3
1/24/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/31/2006,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.5,103m3
5/29/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
5/1/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
4/26/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
7/10/2006,Operator Error,Gas Proration Effluent Ba,Medicine Hat,Salt/Produced Water,2,m3
6/12/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
6/21/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/16/2003,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Salt/Produced Water,0.8,m3
8/18/2011,Operator Error,Drilling Well,Medicine Hat,Drilling Mud  (Water Based),4,m3
4/27/2004,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Salt/Produced Water,15,m3
12/10/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Process Water,3.7,m3
2/7/2008,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,12.3,m3
4/24/2008,Equipment Failure,Water Pipeline,Medicine Hat,Waste,0,m3
4/15/2003,Equipment Failure,Suspended Well,MEDICINE HAT,Salt/Produced Water,1.5,m3
7/25/2011,Operator Error,Oil Well,Medicine Hat,Salt/Produced Water,1.9,m3
9/13/2006,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,5.2,m3
7/20/2005,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.2,m3
2/4/2004,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Salt/Produced Water,20,m3
5/4/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,1.5,m3
5/27/2010,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Salt/Produced Water,0.4,m3
6/12/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Waste,0,m3
9/18/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.2,m3
7/21/2008,Equipment Failure,Water Pipeline,Medicine Hat,Fresh Water,0.5,m3
3/14/2008,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,4,m3
11/5/2004,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.9,m3
10/30/2004,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,4,m3
11/20/2011,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Waste,0,m3
8/27/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,0.1,m3
2/6/2011,Equipment Failure,Water Pipeline,Medicine Hat,Fresh Water,2,m3
6/18/2005,Operator Error,Oil Well,Medicine Hat,Crude Oil,3.5,m3
4/29/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,2.1,m3
7/9/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,0.9,m3
7/11/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Fresh Water,0.1,m3
1/9/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
3/14/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,3.5,m3
2/11/2007,Equipment Failure,Oil Well,Medicine Hat,Crude Oil,0.1,m3
12/1/2003,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Gas Production (Raw),0.1,103m3
6/16/2009,Equipment Failure,Multiphase Pipeline,Medicine Hat,Waste,0,m3
1/1/2011,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,5,m3
1/15/2013,Equipment Failure,Gas Well,Midnapore,Fuel Gas,0.1,103m3
1/9/2004,Equipment Failure,Water Pipeline,MEDICINE HAT,Hydrotest Fluids (Methanol),1,m3
12/27/2003,Equipment Failure,Water Pipeline,MEDICINE HAT,Salt/Produced Water,20,m3
5/28/2004,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.1,m3
6/29/2011,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.1,m3
2/15/2009,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,5.5,m3
3/17/2003,Equipment Failure,Oil Well,MEDICINE HAT,Salt/Produced Water,20,m3
8/3/2005,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.2,m3
3/11/2004,Operator Error,Drilling Well,MEDICINE HAT,Drilling Mud  (Water Based),5,m3
2/15/2012,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,1.1,m3
4/23/2010,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,1,m3
5/29/2012,Equipment Failure,Oil Well,Medicine Hat,Crude Oil,1,m3
3/26/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,3,m3
3/23/2010,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,1,m3
3/15/2010,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,0.5,m3
2/19/2006,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,0.1,m3
10/9/2011,Equipment Failure,Suspended Well,Medicine Hat,Crude Oil,2,m3
2/11/2005,Equipment Failure,Oil Well,Midnapore,Crude Oil,0.5,m3
9/26/2010,Equipment Failure,Crude Oil Group Battery,Midnapore,Gas Production (Raw),0.1,103m3
9/6/2008,Equipment Failure,Multiphase Pipeline,Midnapore,Fresh Water,0.1,m3
12/13/2011,Equipment Failure,Multiphase Pipeline,Midnapore,Crude Oil,0.1,m3
2/4/2011,Equipment Failure,Multiphase Pipeline,Midnapore,Crude Oil,0.5,m3
9/21/2006,Equipment Failure,Multiphase Pipeline,Midnapore,Salt/Produced Water,0.4,m3
5/11/2009,Equipment Failure,Multiphase Pipeline,Midnapore,Crude Oil,0.1,m3
12/30/2004,Equipment Failure,Oil Well,Midnapore,Salt/Produced Water,2,m3
12/31/2004,Equipment Failure,Oil Well,Midnapore,Crude Oil,1,m3
7/30/2004,Equipment Failure,Multiphase Pipeline,MIDNAPORE,Crude Oil,0.1,m3
6/9/2003,Equipment Failure,Multiphase Pipeline,MIDNAPORE,Crude Oil,5.5,m3
2/1/2005,Equipment Failure,Multiphase Pipeline,Midnapore,Crude Oil,2,m3
7/25/2012,Equipment Failure,Multiphase Pipeline,Midnapore,Crude Oil,0.5,m3
9/5/2007,Equipment Failure,Multiphase Pipeline,Midnapore,Gas Production (Raw),1,103m3
12/4/2011,Equipment Failure,Oil Well,Midnapore,Crude Oil,0.2,m3
3/24/2009,Equipment Failure,Crude Oil Group Battery,Midnapore,Crude Oil,2,m3
10/24/2011,Operator Error,Crude Oil Group Battery,Midnapore,Crude Oil,3,m3
3/14/2012,Equipment Failure,Compressor Station,Midnapore,Gas Production (Raw),0.1,103m3
10/11/2012,Equipment Failure,Oil Well,Midnapore,Waste,300,m3
3/24/2009,Operator Error,Oil/Bitumen Satellite,Midnapore,Crude Oil,0.1,m3
4/17/2009,Equipment Failure,Abandoned Well,Midnapore,Salt/Produced Water,133,m3
7/11/2004,Equipment Failure,Other Injection/Disposal,MIDNAPORE,Gas Production (Raw),0.1,103m3
2/17/2005,Equipment Failure,Crude Oil Group Battery,Midnapore,Crude Oil,0.5,m3
5/14/2012,Equipment Failure,Oil Well,Midnapore,Crude Oil,0.1,m3
6/3/2003,Equipment Failure,Crude Oil Group Battery,MIDNAPORE,Crude Oil,3,m3
10/30/2005,Operator Error,Multiphase Pipeline,Midnapore,Gas Production (Raw),0.1,103m3
1/7/2004,Equipment Failure,Oil Well,MIDNAPORE,Crude Oil,3,m3
8/28/2005,Equipment Failure,Natural Gas Pipeline,Midnapore,Gas Production (Raw),14,103m3
7/15/2010,Equipment Failure,Crude Oil Single Battery,Midnapore,Waste,0,m3
5/19/2005,Equipment Failure,Oil Well,Midnapore,Crude Oil,0.3,m3
1/16/2012,Equipment Failure,Gas Well,Midnapore,Crude Oil,1.8,m3
9/28/2009,Operator Error,Suspended Well,Midnapore,Crude Oil,0.2,m3
11/1/2003,Equipment Failure,Gas Well,MIDNAPORE,Crude Oil,0.5,m3
7/1/2010,Equipment Failure,Gas Well,Midnapore,Propane,0.1,103m3
12/4/2007,Operator Error,Suspended Well,Midnapore,Gas Production (Raw),3.9,103m3
4/7/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/1/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/22/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/27/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),3,103m3
June 24 2005,Operator Error,Natural Gas Pipeline,Medicine Hat,,,
1/16/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Salt/Produced Water,1,m3
12/18/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
2/25/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/3/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/16/2011,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.5,103m3
2/25/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/10/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/8/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/18/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
9/18/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
10/24/2005,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Gas Production (Raw),0.1,103m3
10/21/2012,Equipment Failure,Suspended Well,Medicine Hat,Gas Production (Raw),1,103m3
1/17/2004,Equipment Failure,Water Pipeline,MEDICINE HAT,Fresh Water,27,m3
4/20/2003,Operator Error,Crude Oil Group Battery,MEDICINE HAT,Crude Oil,10,m3
3/20/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
12/19/2007,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
10/25/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
11/14/2006,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
6/10/2003,Equipment Failure,Unknown,DRAYTON VALLEY,Crude Oil,0.5,m3
4/29/2009,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
12/23/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
6/24/2008,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Marketable),0.1,103m3
7/10/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
4/24/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
10/22/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
10/17/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
7/8/2003,Equipment Failure,Unknown,DRAYTON VALLEY,Salt/Produced Water,10,m3
5/13/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
9/6/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
11/10/2010,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
March 24 2009,Operator Error,Natural Gas Pipeline,Red Deer,,,
1/22/2003,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
3/29/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
5/28/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
7/24/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),2,103m3
4/16/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
4/14/2011,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
5/20/2005,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
10/21/2004,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
10/1/2012,Equipment Failure,Natural Gas Pipeline,Medicine Hat,Gas Production (Raw),0.1,103m3
6/4/2004,Equipment Failure,Natural Gas Pipeline,MEDICINE HAT,Gas Production (Raw),0.1,103m3
6/7/2010,Operator Error,Gas Well,Medicine Hat,Waste,0,m3
8/17/2003,Equipment Failure,Sweet Drilling Well,MEDICINE HAT,Drilling Mud  (Water Based),10,m3
4/28/2003,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Crude Oil,0.2,m3
12/5/2003,Equipment Failure,Crude Oil Group Battery,MEDICINE HAT,Crude Oil,0.1,m3
4/20/2010,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Waste,0,m3
2/28/2011,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Crude Oil,2,m3
11/19/2012,Equipment Failure,Water Pipeline,Medicine Hat,Salt/Produced Water,25,m3
11/25/2005,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,1.9,m3
12/2/2003,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.5,m3
5/6/2004,Operator Error,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.5,m3
4/7/2006,Equipment Failure,Multiphase Pipeline,Medicine Hat,Salt/Produced Water,1.8,m3
6/17/2005,Operator Error,Unknown,Bonnyville,Salt/Produced Water,0.1,m3
6/11/2009,Equipment Failure,Oil Well,Medicine Hat,Crude Oil,5,m3
5/9/2007,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,1.5,m3
8/7/2003,Equipment Failure,Multiphase Pipeline,MEDICINE HAT,Crude Oil,0.1,m3
6/5/2006,Equipment Failure,Multiphase Pipeline,Medicine Hat,Crude Oil,0.5,m3
1/31/2008,Equipment Failure,Service Well,Medicine Hat,Waste,0,m3
5/13/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Fresh Water,0.1,m3
5/26/2009,Equipment Failure,Service Well,Medicine Hat,Waste,0,m3
12/6/2009,Equipment Failure,Oil Well,Medicine Hat,Crude Oil,0.1,m3
8/10/2009,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Waste,0,m3
8/20/2011,Equipment Failure,Multiphase Pipeline,Medicine Hat,Fresh Water,0.1,m3
11/25/2008,Equipment Failure,Multiphase Pipeline,Medicine Hat,Waste,0,m3
2/23/2007,Equipment Failure,Crude Oil Group Battery,Medicine Hat,Salt/Produced Water,4.6,m3
